用户ID,convert_prob,predicted,actual
810231,0.9998079,1,1
875095,0.9998079,1,1
269455,0.9998079,1,1
762966,0.9998079,1,1
509456,0.9998079,1,1
937305,0.9998079,1,1
437820,0.9998079,1,1
914295,0.9998079,1,1
529038,0.9998079,1,1
825896,0.9998079,1,1
953026,0.9998079,1,1
939175,0.9998079,1,1
774504,0.9998079,1,1
331719,0.9998079,1,1
148426,0.9998079,1,1
436137,0.9998079,1,1
430268,0.9998079,1,1
436667,0.9998079,1,1
327062,0.9998079,1,1
540913,0.9998079,1,1
582906,0.9998079,1,1
258957,0.9998079,1,1
383676,0.9998079,1,1
240526,0.9998079,1,1
626745,0.9998079,1,1
286787,0.9998079,1,1
717687,0.9998079,1,1
141514,0.9998079,1,1
682371,0.9998079,1,1
943737,0.9998079,1,1
782848,0.9998079,1,1
499648,0.9998079,1,1
619537,0.9998079,1,1
414383,0.9998079,1,1
314979,0.9998079,1,1
278383,0.9998079,1,1
258198,0.9998079,1,1
661704,0.9998079,1,1
143352,0.9998079,1,1
401972,0.9998079,1,1
794952,0.9998079,1,1
298475,0.9998079,1,1
353539,0.9998079,1,1
847162,0.9998079,1,1
651316,0.9998079,1,1
194577,0.9998079,1,1
326328,0.9998079,1,1
219196,0.9998079,1,1
948232,0.9998079,1,1
656815,0.9998079,1,1
282776,0.9998079,1,1
209228,0.9998079,1,1
435385,0.9998079,1,1
769198,0.9998079,1,1
443071,0.9998079,1,1
902688,0.9998079,1,1
457318,0.9998079,1,1
161802,0.9998079,1,1
629806,0.9998079,1,1
683809,0.9998079,1,1
890875,0.9998079,1,1
216298,0.9998079,1,1
574308,0.9998079,1,1
948067,0.9998079,1,1
436770,0.9998079,1,1
871532,0.9998078,1,1
747319,0.9998078,1,1
677512,0.9998078,1,1
601791,0.9998078,1,1
788350,0.9998078,1,1
615259,0.9998078,1,1
835317,0.9998078,1,1
383400,0.9998078,1,1
197341,0.9998078,1,1
139670,0.9998078,1,1
917120,0.9998078,1,1
462286,0.9998078,1,1
370198,0.9998078,1,1
963243,0.9998078,1,1
629257,0.9998078,1,1
399187,0.9998078,1,1
362420,0.9998078,1,1
710334,0.9998078,1,1
732023,0.9998078,1,1
353844,0.9998078,1,1
790595,0.9998078,1,1
898519,0.9998078,1,1
611192,0.9998078,1,1
393559,0.9998078,1,1
257300,0.9998078,1,1
662071,0.9998078,1,1
380113,0.9998078,1,1
694021,0.9998078,1,1
154152,0.9998078,1,1
952654,0.9998078,1,1
966543,0.9998078,1,1
487504,0.9998078,1,1
890595,0.9998078,1,1
492647,0.9998078,1,1
309124,0.9998078,1,1
533316,0.9998078,1,1
816567,0.9998078,1,1
882126,0.9998078,1,1
921890,0.9998078,1,1
293425,0.9998078,1,1
865486,0.9998078,1,1
795344,0.9998078,1,1
304584,0.9998078,1,1
633869,0.9998078,1,1
802139,0.9998078,1,1
609629,0.9998078,1,1
999389,0.9998078,1,1
450776,0.9998078,1,1
380815,0.9998078,1,1
306700,0.9998078,1,1
348112,0.9998078,1,1
757084,0.9998078,1,1
941655,0.9998078,1,1
906767,0.9998078,1,1
381682,0.9998078,1,1
636534,0.9998078,1,1
603481,0.9998078,1,1
254233,0.9998078,1,1
238355,0.9998078,1,1
955552,0.9998078,1,1
161769,0.9998078,1,1
486352,0.9998078,1,1
439516,0.9998078,1,1
972036,0.9998078,1,1
413391,0.9998078,1,1
480161,0.9998078,1,1
809982,0.9998078,1,1
240649,0.9998078,1,1
863942,0.9998078,1,1
158573,0.9998078,1,1
973224,0.9998078,1,1
312392,0.9998078,1,1
340215,0.9998078,1,1
491078,0.9998078,1,1
294463,0.9998078,1,1
220244,0.9998078,1,1
108328,0.9998078,1,1
127359,0.9998078,1,1
893818,0.9998078,1,1
764722,0.9998078,1,1
543349,0.9998078,1,1
415162,0.9998078,1,1
447703,0.9998078,1,1
895516,0.9998078,1,1
835551,0.9998078,1,1
833052,0.9998078,1,1
664654,0.9998078,1,1
229162,0.9998078,1,1
367256,0.9998078,1,1
350449,0.9998078,1,1
624609,0.9998078,1,1
551910,0.9998078,1,1
908398,0.9998078,1,1
898718,0.9998078,1,1
506632,0.9998078,1,1
567946,0.9998078,1,1
522638,0.9998078,1,1
365147,0.9998078,1,1
531773,0.9998078,1,1
922899,0.9998078,1,1
594267,0.9998078,1,1
699762,0.9998078,1,1
242781,0.9998078,1,1
727952,0.9998078,1,1
586922,0.9998078,1,1
638759,0.9998078,1,1
386330,0.9998078,1,1
284764,0.9998078,1,1
521863,0.9998078,1,1
659550,0.9998078,1,1
184554,0.9998078,1,1
147994,0.9998078,1,1
858746,0.9998078,1,1
751167,0.9998078,1,1
351151,0.9998078,1,1
157202,0.9998078,1,1
764665,0.9998078,1,1
546232,0.9998078,1,1
122372,0.9998078,1,1
761890,0.9998078,1,1
858528,0.9998078,1,1
390174,0.9998078,1,1
449336,0.9998078,1,1
245436,0.9998078,1,1
651172,0.9998078,1,1
972711,0.9998078,1,1
121870,0.9998078,1,1
569822,0.9998078,1,1
458698,0.9998078,1,1
128752,0.9998078,1,1
133125,0.9998078,1,1
641477,0.9998078,1,1
770838,0.9998078,1,1
713165,0.9998078,1,1
824984,0.9998078,1,1
349623,0.9998078,1,1
400803,0.9998078,1,1
796766,0.9998078,1,1
258841,0.9998078,1,1
769412,0.9998078,1,1
415672,0.9998078,1,1
335665,0.9998078,1,1
431106,0.9998078,1,1
552061,0.9998078,1,1
470551,0.9998078,1,1
577624,0.9998078,1,1
459966,0.9998078,1,1
923851,0.9998078,1,1
402937,0.9998078,1,1
367332,0.9998078,1,1
892005,0.9998078,1,1
465659,0.9998078,1,1
884047,0.9998078,1,1
865669,0.9998078,1,1
583574,0.9998078,1,1
202986,0.9998078,1,1
155518,0.9998078,1,1
218838,0.9998078,1,1
442316,0.9998078,1,1
471812,0.9998078,1,1
981237,0.9998078,1,1
310305,0.9998078,1,1
152290,0.9998078,1,1
723257,0.9998078,1,1
177336,0.9998078,1,1
756927,0.9998078,1,1
351311,0.9998078,1,1
214958,0.9998078,1,1
997120,0.9998078,1,1
466401,0.9998078,1,1
866808,0.9998078,1,1
610195,0.9998078,1,1
296591,0.9998078,1,1
571238,0.9998078,1,1
774407,0.9998078,1,1
462057,0.9998078,1,1
498759,0.9998078,1,1
292691,0.9998078,1,1
872748,0.9998078,1,1
847508,0.9998078,1,1
681673,0.9998078,1,1
123639,0.9998078,1,1
811662,0.9998078,1,1
928498,0.9998078,1,1
539942,0.9998078,1,1
677400,0.9998078,1,1
626738,0.9998078,1,1
393240,0.9998078,1,1
659622,0.9998078,1,1
976966,0.9998078,1,1
876600,0.9998078,1,1
104165,0.9998078,1,1
289771,0.9998078,1,1
164239,0.9998078,1,1
689950,0.9998078,1,1
201860,0.9998078,1,1
831836,0.9998078,1,1
689142,0.9998078,1,1
696319,0.9998078,1,1
199944,0.9998078,1,1
119449,0.9998078,1,1
243497,0.9998078,1,1
615588,0.9998078,1,1
962719,0.9998078,1,1
498353,0.9998078,1,1
840360,0.9998078,1,1
722526,0.9998078,1,1
531666,0.9998078,1,1
226215,0.9998078,1,1
873843,0.9998078,1,1
680094,0.9998078,1,1
931344,0.9998078,1,1
378872,0.9998078,1,1
541409,0.9998078,1,1
717404,0.9998078,1,1
938690,0.9998078,1,1
236708,0.9998078,1,1
649788,0.9998078,1,1
657187,0.9998078,1,1
836519,0.9998078,1,1
804488,0.9998078,1,1
901080,0.9998078,1,1
984316,0.9998078,1,1
977534,0.9998078,1,1
938639,0.9998078,1,1
162562,0.9998078,1,1
420145,0.9998078,1,1
954193,0.9998078,1,1
468440,0.9998078,1,1
475892,0.9998078,1,1
107741,0.9998078,1,1
656328,0.9998078,1,1
992723,0.9998078,1,1
585330,0.9998078,1,1
501974,0.9998078,1,1
615494,0.9998078,1,1
205555,0.9998078,1,1
548600,0.9998078,1,1
240348,0.9998078,1,1
505449,0.9998078,1,1
559056,0.9998078,1,1
549850,0.9998078,1,1
387913,0.9998078,1,1
985716,0.9998078,1,1
448093,0.9998078,1,1
392696,0.9998078,1,1
305470,0.9998078,1,1
501521,0.9998078,1,1
797644,0.9998078,1,1
118708,0.9998078,1,1
266903,0.9998078,1,1
227553,0.9998078,1,1
376406,0.9998078,1,1
514140,0.9998078,1,1
174816,0.9998078,1,1
661855,0.9998078,1,1
745166,0.9998078,1,1
674368,0.9998078,1,1
588133,0.9998078,1,1
281792,0.9998078,1,1
501274,0.9998078,1,1
762297,0.9998078,1,1
245722,0.9998078,1,1
363472,0.9998078,1,1
908658,0.9998078,1,1
533072,0.9998078,1,1
306912,0.9998078,1,1
246033,0.9998078,1,1
926769,0.9998078,1,1
870716,0.9998078,1,1
677056,0.9998078,1,1
604040,0.9998078,1,1
778213,0.9998078,1,1
576215,0.9998078,1,1
281765,0.9998078,1,1
951688,0.9998078,1,1
698689,0.9998078,1,1
602159,0.9998078,1,1
506518,0.9998078,1,1
198512,0.9998078,1,1
671109,0.9998078,1,1
968516,0.9998078,1,1
587673,0.9998078,1,1
845837,0.9998078,1,1
564661,0.9998078,1,1
610883,0.9998078,1,1
734697,0.9998078,1,1
108573,0.99980766,1,1
552903,0.99980766,1,1
856781,0.99980766,1,1
365028,0.99980766,1,1
664156,0.99980766,1,1
929972,0.99980766,1,1
798554,0.99980766,1,1
615762,0.99980766,1,1
428304,0.99980766,1,1
938649,0.99980766,1,1
430684,0.99980766,1,1
265078,0.99980766,1,1
632306,0.99980766,1,1
569129,0.99980766,1,1
946122,0.99980766,1,1
557277,0.99980766,1,1
416766,0.99980766,1,1
874069,0.99980766,1,1
231756,0.99980766,1,1
523656,0.99980766,1,1
712046,0.99980766,1,1
122389,0.99980766,1,1
743455,0.99980766,1,1
784832,0.99980766,1,1
644318,0.99980766,1,1
706323,0.99980766,1,1
440807,0.99980766,1,1
700479,0.99980766,1,1
988687,0.99980766,1,1
440615,0.99980766,1,1
269394,0.99980766,1,1
563545,0.99980766,1,1
298864,0.99980766,1,1
509704,0.99980766,1,1
179349,0.99980766,1,1
620433,0.99980766,1,1
262649,0.99980766,1,1
677173,0.99980766,1,1
734799,0.99980766,1,1
717931,0.99980766,1,1
235524,0.99980766,1,1
630309,0.99980766,1,1
961902,0.99980766,1,1
128142,0.99980766,1,1
851311,0.99980766,1,1
764390,0.99980766,1,1
846648,0.99980766,1,1
650617,0.99980766,1,1
303853,0.99980766,1,1
695651,0.99980766,1,1
525821,0.99980766,1,1
610068,0.99980766,1,1
848837,0.99980766,1,1
686213,0.99980766,1,1
452723,0.99980766,1,1
832101,0.99980766,1,1
280493,0.99980766,1,1
823365,0.99980766,1,1
505220,0.99980766,1,1
543504,0.99980766,1,1
449961,0.99980766,1,1
865461,0.99980766,1,1
164344,0.99980766,1,1
679737,0.99980766,1,1
683923,0.99980766,1,1
327289,0.99980766,1,1
618612,0.99980766,1,1
829556,0.99980766,1,1
867463,0.99980766,1,1
163063,0.99980766,1,1
791134,0.99980766,1,1
147422,0.99980766,1,1
334100,0.99980766,1,1
450814,0.99980766,1,1
925749,0.99980766,1,1
773463,0.99980766,1,1
676615,0.99980766,1,1
507149,0.99980766,1,1
166910,0.99980766,1,1
123922,0.99980766,1,1
355070,0.99980766,1,1
436466,0.99980766,1,1
745538,0.99980766,1,1
237559,0.99980766,1,1
599188,0.99980766,1,1
495112,0.99980766,1,1
810924,0.99980766,1,1
165086,0.99980766,1,1
363868,0.99980766,1,1
562483,0.99980766,1,1
627482,0.99980766,1,1
487472,0.99980766,1,1
996029,0.99980766,1,1
800659,0.99980766,1,1
653659,0.99980766,1,1
273317,0.99980766,1,1
864636,0.99980766,1,1
528868,0.99980766,1,1
101560,0.99980766,1,1
331933,0.99980766,1,1
723154,0.99980766,1,1
230065,0.99980766,1,1
192685,0.99980766,1,1
989809,0.99980766,1,1
240912,0.99980766,1,1
334512,0.99980766,1,1
183401,0.99980766,1,1
260860,0.99980766,1,1
868636,0.99980766,1,1
449429,0.99980766,1,1
580146,0.99980766,1,1
897006,0.99980766,1,1
663295,0.99980766,1,1
664008,0.99980766,1,1
314174,0.99980766,1,1
426005,0.99980766,1,1
799514,0.99980766,1,1
366646,0.99980766,1,1
343322,0.99980766,1,1
759033,0.99980766,1,1
405588,0.99980766,1,1
137905,0.99980766,1,1
212251,0.99980766,1,1
162493,0.99980766,1,1
125174,0.99980766,1,1
565274,0.99980766,1,1
438109,0.99980766,1,1
606792,0.99980766,1,1
120457,0.99980766,1,1
952338,0.99980766,1,1
824807,0.99980766,1,1
660943,0.99980766,1,1
965677,0.99980766,1,1
451867,0.99980766,1,1
759704,0.99980766,1,1
876747,0.99980766,1,1
899256,0.99980766,1,1
487042,0.99980766,1,1
949546,0.99980766,1,1
213524,0.99980766,1,1
156361,0.99980766,1,1
827254,0.99980766,1,1
118361,0.99980766,1,1
815681,0.99980766,1,1
564143,0.99980766,1,1
513812,0.99980766,1,1
897365,0.99980766,1,1
272697,0.99980766,1,1
196544,0.99980766,1,1
645394,0.99980766,1,1
551068,0.99980766,1,1
916407,0.99980766,1,1
176384,0.99980766,1,1
623551,0.99980766,1,1
493183,0.99980766,1,1
878482,0.99980766,1,1
429147,0.99980766,1,1
547009,0.99980766,1,1
167349,0.99980766,1,1
644264,0.99980766,1,1
896957,0.99980766,1,1
473143,0.99980766,1,1
614019,0.99980766,1,1
921419,0.99980766,1,1
254457,0.99980766,1,1
337523,0.99980766,1,1
841505,0.99980766,1,1
620060,0.99980766,1,1
815169,0.99980766,1,1
640266,0.99980766,1,1
930546,0.99980766,1,1
171941,0.99980766,1,1
926256,0.99980766,1,1
392737,0.99980766,1,1
914184,0.99980766,1,1
828717,0.99980766,1,1
859017,0.99980766,1,1
244499,0.99980766,1,1
110208,0.99980766,1,1
746204,0.99980766,1,1
933511,0.99980766,1,1
488754,0.99980766,1,1
798544,0.99980766,1,1
615744,0.99980766,1,1
632495,0.99980766,1,1
128984,0.99980766,1,1
381802,0.99980766,1,1
336885,0.99980766,1,1
342157,0.99980766,1,1
580880,0.99980766,1,1
882163,0.99980766,1,1
137882,0.99980766,1,1
919413,0.99980766,1,1
255660,0.99980766,1,1
917135,0.99980766,1,1
257481,0.99980766,1,1
456594,0.99980766,1,1
482897,0.99980766,1,1
639558,0.99980766,1,1
527518,0.99980766,1,1
438429,0.99980766,1,1
467242,0.99980766,1,1
174484,0.99980766,1,1
959904,0.99980766,1,1
439908,0.99980766,1,1
945374,0.99980766,1,1
883840,0.99980766,1,1
578707,0.99980766,1,1
857226,0.99980766,1,1
758435,0.99980766,1,1
127876,0.99980766,1,1
753675,0.99980766,1,1
587215,0.99980766,1,1
918699,0.99980766,1,1
315102,0.99980766,1,1
806614,0.99980766,1,1
420414,0.99980766,1,1
779657,0.99980766,1,1
350506,0.99980766,1,1
838225,0.99980766,1,1
100650,0.99980766,1,1
260139,0.99980766,1,1
156795,0.99980766,1,1
773736,0.99980766,1,1
867473,0.99980766,1,1
107705,0.99980766,1,1
818004,0.99980766,1,1
762276,0.99980766,1,1
723778,0.99980766,1,1
938267,0.99980766,1,1
105396,0.99980766,1,1
505989,0.99980766,1,1
803705,0.99980766,1,1
483275,0.99980766,1,1
589655,0.99980766,1,1
258892,0.99980766,1,1
949245,0.99980766,1,1
196493,0.99980766,1,1
207430,0.99980766,1,1
230162,0.99980766,1,1
307800,0.99980766,1,1
673425,0.99980766,1,1
156348,0.99980766,1,1
390634,0.99980766,1,1
181957,0.99980766,1,1
344081,0.99980766,1,1
507536,0.99980766,1,1
657831,0.99980766,1,1
167410,0.99980766,1,1
405943,0.99980766,1,1
283075,0.99980766,1,1
890362,0.99980766,1,1
764399,0.99980766,1,1
164348,0.99980766,1,1
149235,0.99980766,1,1
791760,0.99980766,1,1
292438,0.99980766,1,1
802817,0.99980766,1,1
587773,0.99980766,1,1
724565,0.99980766,1,1
995577,0.99980766,1,1
361521,0.99980766,1,1
127977,0.99980766,1,1
322441,0.99980766,1,1
141254,0.99980766,1,1
103436,0.99980766,1,1
750082,0.99980766,1,1
323394,0.99980766,1,1
958768,0.99980766,1,1
653656,0.99980766,1,1
828016,0.99980766,1,1
394114,0.99980766,1,1
709614,0.99980766,1,1
444172,0.99980766,1,1
706931,0.99980766,1,1
736485,0.99980766,1,1
852073,0.99980766,1,1
648940,0.99980766,1,1
799016,0.99980766,1,1
349299,0.99980766,1,1
933851,0.99980766,1,1
645536,0.99980766,1,1
823075,0.99980766,1,1
678458,0.99980766,1,1
959078,0.99980766,1,1
267048,0.99980766,1,1
892648,0.99980766,1,1
441248,0.99980766,1,1
830244,0.99980766,1,1
955834,0.99980766,1,1
332669,0.99980766,1,1
314506,0.99980766,1,1
902246,0.99980766,1,1
876148,0.99980766,1,1
635788,0.99980766,1,1
809767,0.99980766,1,1
441232,0.99980766,1,1
100810,0.99980766,1,1
590620,0.99980766,1,1
967398,0.99980766,1,1
514589,0.99980766,1,1
369624,0.99980766,1,1
251753,0.99980766,1,1
153380,0.99980766,1,1
458387,0.99980766,1,1
333370,0.99980766,1,1
207748,0.99980766,1,1
490123,0.99980766,1,1
565024,0.99980766,1,1
734490,0.99980766,1,1
530435,0.99980766,1,1
459129,0.99980766,1,1
282775,0.99980766,1,1
738782,0.99980766,1,1
666922,0.99980766,1,1
512184,0.99980766,1,1
151863,0.99980766,1,1
234549,0.99980766,1,1
515130,0.99980766,1,1
874153,0.99980766,1,1
530390,0.99980766,1,1
934819,0.99980766,1,1
110422,0.99980766,1,1
548416,0.99980766,1,1
437599,0.99980766,1,1
853772,0.99980766,1,1
449857,0.99980766,1,1
463578,0.99980766,1,1
718063,0.99980766,1,1
360051,0.99980766,1,1
956306,0.99980766,1,1
825475,0.99980766,1,1
981890,0.99980766,1,1
737119,0.99980766,1,1
545368,0.99980766,1,1
790920,0.99980766,1,1
264445,0.99980766,1,1
764189,0.99980766,1,1
959455,0.99980766,1,1
743544,0.99980766,1,1
156999,0.99980766,1,1
906508,0.99980766,1,1
842231,0.99980766,1,1
830417,0.99980766,1,1
251497,0.99980766,1,1
217092,0.99980766,1,1
625137,0.99980766,1,1
956058,0.99980766,1,1
957431,0.99980766,1,1
609454,0.99980766,1,1
767275,0.99980766,1,1
332872,0.99980766,1,1
378588,0.99980766,1,1
397739,0.99980766,1,1
906486,0.99980766,1,1
996472,0.99980766,1,1
151740,0.99980766,1,1
718015,0.99980766,1,1
632756,0.99980766,1,1
760702,0.99980766,1,1
677610,0.99980766,1,1
381808,0.99980766,1,1
232512,0.99980766,1,1
724846,0.99980766,1,1
982257,0.99980766,1,1
655648,0.99980766,1,1
862498,0.99980766,1,1
612112,0.99980766,1,1
923317,0.99980766,1,1
590364,0.99980766,1,1
876958,0.99980766,1,1
777201,0.99980766,1,1
164491,0.99980766,1,1
419904,0.99980766,1,1
629236,0.99980766,1,1
412568,0.99980766,1,1
934602,0.99980766,1,1
589228,0.99980766,1,1
926500,0.99980766,1,1
974272,0.99980766,1,1
997591,0.99980766,1,1
408502,0.99980766,1,1
342304,0.99980766,1,1
951334,0.99980766,1,1
452017,0.99980766,1,1
878829,0.99980766,1,1
852758,0.99980766,1,1
165310,0.99980766,1,1
595789,0.99980766,1,1
264183,0.99980766,1,1
572835,0.99980766,1,1
249060,0.99980766,1,1
591603,0.99980766,1,1
218775,0.99980766,1,1
898666,0.99980766,1,1
412730,0.99980766,1,1
188393,0.99980766,1,1
312879,0.99980766,1,1
564699,0.99980766,1,1
364347,0.99980766,1,1
312317,0.99980766,1,1
317681,0.99980766,1,1
364928,0.99980766,1,1
420260,0.99980766,1,1
926574,0.99980766,1,1
867828,0.99980766,1,1
487484,0.99980766,1,1
529088,0.99980766,1,1
105827,0.99980766,1,1
205897,0.99980766,1,1
982697,0.99980766,1,1
429910,0.99980766,1,1
820616,0.99980766,1,1
100390,0.99980766,1,1
985328,0.99980766,1,1
430324,0.99980766,1,1
784114,0.99980766,1,1
181327,0.99980766,1,1
566937,0.99980766,1,1
631953,0.99980766,1,1
662228,0.99980766,1,1
158063,0.99980766,1,1
962047,0.99980766,1,1
705620,0.99980766,1,1
177407,0.99980766,1,1
324121,0.99980766,1,1
663833,0.99980766,1,1
689757,0.99980766,1,1
320235,0.99980766,1,1
339488,0.99980766,1,1
440109,0.99980766,1,1
967143,0.99980766,1,1
107001,0.99980766,1,1
802941,0.99980766,1,1
398259,0.99980766,1,1
105911,0.99980766,1,1
784439,0.99980766,1,1
951598,0.99980766,1,1
481740,0.99980766,1,1
311779,0.99980766,1,1
392789,0.99980766,1,1
453746,0.99980766,1,1
987174,0.99980766,1,1
180654,0.99980766,1,1
624131,0.99980766,1,1
280591,0.99980766,1,1
336565,0.99980766,1,1
876829,0.99980766,1,1
837703,0.99980766,1,1
533121,0.99980766,1,1
441124,0.99980766,1,1
674559,0.99980766,1,1
149079,0.99980766,1,1
372558,0.99980766,1,1
818619,0.99980766,1,1
318709,0.99980766,1,1
636299,0.99980766,1,1
398676,0.99980766,1,1
881598,0.99980766,1,1
784768,0.99980766,1,1
680395,0.99980766,1,1
384593,0.99980766,1,1
457289,0.99980766,1,1
559230,0.99980766,1,1
465396,0.99980766,1,1
167955,0.99980766,1,1
733643,0.99980766,1,1
515014,0.99980766,1,1
412317,0.99980766,1,1
383949,0.99980766,1,1
631191,0.99980766,1,1
344077,0.99980766,1,1
289425,0.99980766,1,1
173973,0.99980766,1,1
135775,0.99980766,1,1
380888,0.99980766,1,1
742311,0.99980766,1,1
464303,0.99980766,1,1
921767,0.99980766,1,1
219608,0.99980766,1,1
934951,0.99980766,1,1
426887,0.99980766,1,1
792092,0.99980766,1,1
609007,0.99980766,1,1
842520,0.99980766,1,1
363942,0.99980766,1,1
407836,0.99980766,1,1
982462,0.99980766,1,1
182488,0.99980766,1,1
916735,0.99980766,1,1
464900,0.99980766,1,1
795627,0.99980766,1,1
624814,0.99980766,1,1
442567,0.99980766,1,1
881397,0.99980766,1,1
775409,0.99980766,1,1
365383,0.99980766,1,1
529011,0.99980766,1,1
788304,0.99980766,1,1
529308,0.99980766,1,1
781856,0.99980766,1,1
958293,0.99980766,1,1
845546,0.99980766,1,1
633845,0.99980766,1,1
592913,0.99980766,1,1
756157,0.99980766,1,1
324292,0.99980766,1,1
907423,0.99980766,1,1
282394,0.99980766,1,1
369740,0.99980766,1,1
243811,0.99980766,1,1
818394,0.99980766,1,1
475645,0.99980766,1,1
623165,0.99980766,1,1
828904,0.99980766,1,1
291454,0.99980766,1,1
354524,0.99980766,1,1
688600,0.99980766,1,1
145909,0.99980766,1,1
798148,0.99980766,1,1
663682,0.99980766,1,1
504287,0.99980766,1,1
436891,0.99980766,1,1
420953,0.99980766,1,1
340502,0.99980766,1,1
297749,0.99980766,1,1
159420,0.99980766,1,1
814239,0.99980766,1,1
255470,0.99980766,1,1
905540,0.99980766,1,1
879514,0.99980766,1,1
411323,0.99980766,1,1
715592,0.99980766,1,1
689709,0.99980766,1,1
685592,0.99980766,1,1
248301,0.99980766,1,1
709271,0.99980766,1,1
603239,0.99980766,1,1
597139,0.99980766,1,1
498397,0.99980766,1,1
456219,0.99980766,1,1
381965,0.99980766,1,1
981647,0.99980766,1,1
693737,0.99980766,1,1
776855,0.99980766,1,1
680975,0.99980766,1,1
493001,0.99980766,1,1
623261,0.99980766,1,1
120529,0.99980766,1,1
359686,0.99980766,1,1
466113,0.99980766,1,1
397224,0.99980766,1,1
319137,0.99980766,1,1
429534,0.99980766,1,1
165639,0.99980766,1,1
644697,0.99980766,1,1
432973,0.99980766,1,1
950299,0.99980766,1,1
440758,0.99980766,1,1
695878,0.99980766,1,1
172141,0.99980766,1,1
769318,0.99980766,1,1
998604,0.99980766,1,1
197020,0.99980766,1,1
955767,0.99980766,1,1
876594,0.99980766,1,1
993752,0.99980766,1,1
396610,0.99980766,1,1
424220,0.99980766,1,1
606110,0.99980766,1,1
467166,0.99980766,1,1
572900,0.99980766,1,1
814944,0.99980766,1,1
983024,0.99980766,1,1
104813,0.99980766,1,1
366248,0.99980766,1,1
880160,0.99980766,1,1
908437,0.99980766,1,1
470584,0.99980766,1,1
255355,0.99980766,1,1
501839,0.99980766,1,1
607666,0.99980766,1,1
542749,0.99980766,1,1
385694,0.99980766,1,1
647274,0.99980766,1,1
301819,0.99980766,1,1
730125,0.99980766,1,1
613931,0.99980766,1,1
662557,0.99980766,1,1
160075,0.99980766,1,1
328662,0.99980766,1,1
597941,0.99980766,1,1
770919,0.99980766,1,1
701386,0.99980766,1,1
822446,0.99980766,1,1
816982,0.99980766,1,1
765907,0.99980766,1,1
142841,0.99980766,1,1
821968,0.99980766,1,1
638221,0.99980766,1,1
996435,0.99980766,1,1
257125,0.99980766,1,1
338312,0.99980766,1,1
909860,0.99980766,1,1
959220,0.99980766,1,1
468482,0.99980766,1,1
590990,0.99980766,1,1
920071,0.99980766,1,1
370393,0.99980766,1,1
278401,0.99980766,1,1
940677,0.99980766,1,1
778838,0.99980766,1,1
111928,0.99980766,1,1
293472,0.99980766,1,1
259697,0.99980766,1,1
114362,0.99980766,1,1
695665,0.99980766,1,1
500989,0.99980766,1,1
824750,0.99980766,1,1
260754,0.99980766,1,1
307291,0.99980766,1,1
313766,0.99980766,1,1
462479,0.99980766,1,1
747344,0.99980766,1,1
608932,0.99980766,1,1
560814,0.99980766,1,1
174419,0.99980766,1,1
190714,0.99980754,1,1
167133,0.99980754,1,1
582170,0.99980754,1,1
804199,0.99980754,1,1
288159,0.99980754,1,1
951802,0.99980754,1,1
241955,0.99980754,1,1
290160,0.99980754,1,1
641569,0.99980754,1,1
862634,0.99980754,1,1
418410,0.99980754,1,1
628768,0.99980754,1,1
802900,0.99980754,1,1
976513,0.99980754,1,1
257421,0.99980754,1,1
865863,0.99980754,1,1
972392,0.99980754,1,1
425123,0.99980754,1,1
840457,0.99980754,1,1
510857,0.99980754,1,1
273023,0.99980754,1,1
728504,0.99980754,1,1
667676,0.99980754,1,1
276843,0.99980754,1,1
826247,0.99980754,1,1
857735,0.99980754,1,1
956686,0.99980754,1,1
920559,0.99980754,1,1
660369,0.99980754,1,1
191033,0.99980754,1,1
378173,0.99980754,1,1
760050,0.99980754,1,1
675351,0.99980754,1,1
256581,0.99980754,1,1
338135,0.99980754,1,1
664225,0.99980754,1,1
351375,0.99980754,1,1
496530,0.99980754,1,1
349635,0.99980754,1,1
308358,0.99980754,1,1
193477,0.99980754,1,1
106713,0.99980754,1,1
973619,0.99980754,1,1
523893,0.99980754,1,1
859972,0.99980754,1,1
243288,0.99980754,1,1
945675,0.99980754,1,1
684387,0.99980754,1,1
650459,0.99980754,1,1
760255,0.99980754,1,1
919998,0.99980754,1,1
803935,0.99980754,1,1
755185,0.99980754,1,1
815794,0.99980754,1,1
270347,0.99980754,1,1
437501,0.99980754,1,1
143455,0.99980754,1,1
845802,0.99980754,1,1
874104,0.99980754,1,1
532298,0.99980754,1,1
405752,0.99980754,1,1
993413,0.99980754,1,1
187828,0.99980754,1,1
246741,0.99980754,1,1
281261,0.99980754,1,1
682499,0.99980754,1,1
467712,0.99980754,1,1
102308,0.99980754,1,1
606706,0.99980754,1,1
215303,0.99980754,1,1
941554,0.99980754,1,1
304748,0.99980754,1,1
875273,0.99980754,1,1
441696,0.99980754,1,1
938655,0.99980754,1,1
460395,0.99980754,1,1
405527,0.99980754,1,1
587355,0.99980754,1,1
527393,0.99980754,1,1
851977,0.99980754,1,1
519373,0.99980754,1,1
142330,0.99980754,1,1
840763,0.99980754,1,1
889070,0.99980754,1,1
872002,0.99980754,1,1
476964,0.99980754,1,1
880500,0.99980754,1,1
368671,0.99980754,1,1
481643,0.99980754,1,1
402344,0.99980754,1,1
946291,0.99980754,1,1
663013,0.99980754,1,1
455475,0.99980754,1,1
285180,0.99980754,1,1
997875,0.99980754,1,1
219309,0.99980754,1,1
