用户ID,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,cnt_buy,cnt_fav,cnt_pv,pv_to_buy_rate,fav_to_buy_rate,converted,fav_category,avg_price,category_diversity,active_days,peak_hour,night_buy_pct,weekend_pct,fav_category_code
436804,345.0,1.0,14851.7,4.0,2.9487038058466633,4.0,10.948703805846662,1,0,0,1.0,1.0,1,电子产品,14851.7,1.0,1,4,0.0,0.0,4
341835,345.0,1.0,3018.09,4.0,2.9487038058466633,3.0,9.948703805846662,1,0,0,1.0,1.0,1,电子产品,3018.09,1.0,1,6,0.0,0.0,4
346814,345.0,1.0,214.63,4.0,2.9487038058466633,1.0,7.948703805846663,1,0,1,0.5,1.0,1,美妆护肤,214.63,1.0,2,6,0.0,0.0,5
408243,345.0,1.0,309.23,4.0,2.9487038058466633,2.0,8.948703805846662,1,0,0,1.0,1.0,1,服装鞋帽,309.23,1.0,1,18,0.0,1.0,2
180708,345.0,1.0,784.32,4.0,2.9487038058466633,2.0,8.948703805846662,1,0,0,1.0,1.0,1,服装鞋帽,784.32,1.0,1,19,0.0,1.0,2
291345,345.0,1.0,615.06,4.0,2.9487038058466633,2.0,8.948703805846662,1,0,0,1.0,1.0,1,服装鞋帽,615.06,1.0,1,0,1.0,0.0,2
796766,345.0,1.0,6117.17,4.0,2.9487038058466633,4.0,10.948703805846662,1,0,0,1.0,1.0,1,家用电器,6117.17,1.0,1,23,1.0,1.0,1
596994,345.0,1.0,4314.57,4.0,2.9487038058466633,4.0,10.948703805846662,1,0,0,1.0,1.0,1,电子产品,4314.57,1.0,1,1,1.0,0.0,4
331206,277.0,1.0,4514.38,3.0,2.9487038058466633,4.0,9.948703805846662,1,0,1,0.5,1.0,1,电子产品,4514.38,1.0,2,23,0.5,1.0,4
991430,345.0,1.0,6037.99,4.0,2.9487038058466633,4.0,10.948703805846662,1,0,0,1.0,1.0,1,电子产品,6037.99,1.0,1,7,0.0,0.0,4
276500,285.0,2.0,1227.18,4.0,4.947812804955662,3.0,11.947812804955662,2,0,0,2.0,2.0,1,家用电器,613.59,2.0,2,22,0.5,0.5,1
833389,345.0,1.0,1143.15,4.0,2.9487038058466633,3.0,9.948703805846662,1,0,0,1.0,1.0,1,美妆护肤,1143.15,1.0,1,19,0.0,1.0,5
405956,345.0,1.0,345.96,4.0,2.9487038058466633,2.0,8.948703805846662,1,0,0,1.0,1.0,1,家居用品,345.96,1.0,1,5,0.0,0.0,0
802809,345.0,1.0,3985.1,4.0,2.9487038058466633,4.0,10.948703805846662,1,0,0,1.0,1.0,1,家居用品,3985.1,1.0,1,15,0.0,0.0,0
115371,345.0,1.0,3674.74,4.0,2.9487038058466633,4.0,10.948703805846662,1,0,0,1.0,1.0,1,家用电器,3674.74,1.0,1,19,0.0,1.0,1
650585,345.0,1.0,326.25,4.0,2.9487038058466633,2.0,8.948703805846662,1,0,0,1.0,1.0,1,服装鞋帽,326.25,1.0,1,22,1.0,1.0,2
682011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0,未知,0.0,0.0,1,13,0.0,0.0,3
546201,345.0,1.0,323.21,4.0,2.9487038058466633,2.0,8.948703805846662,1,0,0,1.0,1.0,1,服装鞋帽,323.21,1.0,1,8,0.0,0.0,2
659686,345.0,1.0,3625.78,4.0,2.9487038058466633,4.0,10.948703805846662,1,0,0,1.0,1.0,1,电子产品,3625.78,1.0,1,18,0.0,1.0,4
472733,149.0,1.0,3385.54,2.0,2.9487038058466633,3.0,7.948703805846663,1,1,0,1.0,0.5,1,家用电器,3385.54,1.0,2,11,0.0,0.0,1
865669,345.0,1.0,5265.19,4.0,2.9487038058466633,4.0,10.948703805846662,1,0,0,1.0,1.0,1,家用电器,5265.19,1.0,1,23,1.0,1.0,1
897202,345.0,1.0,220.65,4.0,2.9487038058466633,1.0,7.948703805846663,1,0,0,1.0,1.0,1,美妆护肤,220.65,1.0,1,14,0.0,0.0,5
252132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0,未知,0.0,0.0,2,6,0.0,0.0,3
713832,345.0,1.0,2035.04,4.0,2.9487038058466633,3.0,9.948703805846662,1,0,0,1.0,1.0,1,美妆护肤,2035.04,1.0,1,21,0.0,1.0,5
652538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,2,1.0,0.0,3
807129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0,未知,0.0,0.0,1,21,0.0,1.0,3
528561,345.0,1.0,235.49,4.0,2.9487038058466633,1.0,7.948703805846663,1,0,0,1.0,1.0,1,美妆护肤,235.49,1.0,1,1,1.0,0.0,5
768421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0,未知,0.0,0.0,1,9,0.0,0.0,3
812640,345.0,1.0,3376.4,4.0,2.9487038058466633,3.0,9.948703805846662,1,0,0,1.0,1.0,1,家用电器,3376.4,1.0,1,21,0.0,1.0,1
478814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,11,0.0,0.0,3
878372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,20,0.0,1.0,3
706690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,13,0.0,0.0,3
409163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,18,0.0,1.0,3
148999,345.0,1.0,189.12,4.0,2.9487038058466633,1.0,7.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,189.12,1.0,1,21,0.0,1.0,2
205571,345.0,1.0,151.09,4.0,2.9487038058466633,1.0,7.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,151.09,1.0,1,16,0.0,1.0,2
422120,345.0,1.0,5152.61,4.0,2.9487038058466633,4.0,10.948703805846662,1,0,0,1.0,1.0,1,电子产品,5152.61,1.0,1,11,0.0,0.0,4
353053,345.0,1.0,14617.93,4.0,2.9487038058466633,4.0,10.948703805846662,1,0,0,1.0,1.0,1,电子产品,14617.93,1.0,1,18,0.0,1.0,4
476364,345.0,1.0,1820.86,4.0,2.9487038058466633,3.0,9.948703805846662,1,0,0,1.0,1.0,1,美妆护肤,1820.86,1.0,1,9,0.0,0.0,5
900930,345.0,1.0,303.37,4.0,2.9487038058466633,2.0,8.948703805846662,1,0,0,1.0,1.0,1,美妆护肤,303.37,1.0,1,5,0.0,0.0,5
711168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,19,0.0,1.0,3
378173,345.0,1.0,211.98,4.0,2.9487038058466633,1.0,7.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,211.98,1.0,1,21,0.0,1.0,2
946934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,0,1.0,0.0,3
474543,345.0,1.0,511.22,4.0,2.9487038058466633,2.0,8.948703805846662,1,0,0,1.0,1.0,1,家居用品,511.22,1.0,1,7,0.0,0.0,0
978285,345.0,1.0,661.73,4.0,2.9487038058466633,2.0,8.948703805846662,1,0,0,1.0,1.0,1,服装鞋帽,661.73,1.0,1,8,0.0,0.0,2
349902,345.0,1.0,254.14,4.0,2.9487038058466633,1.0,7.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,254.14,1.0,1,16,0.0,1.0,2
556122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,6,0.0,0.0,3
844905,345.0,1.0,3605.44,4.0,2.9487038058466633,4.0,10.948703805846662,1,0,1,0.5,1.0,1,家居用品,3605.44,1.0,2,9,0.5,0.0,0
273385,345.0,1.0,310.85,4.0,2.9487038058466633,2.0,8.948703805846662,1,0,0,1.0,1.0,1,美妆护肤,310.85,1.0,1,16,0.0,1.0,5
399466,345.0,1.0,4479.05,4.0,2.9487038058466633,4.0,10.948703805846662,1,0,0,1.0,1.0,1,电子产品,4479.05,1.0,1,4,0.0,0.0,4
776816,345.0,1.0,25.68,4.0,2.9487038058466633,1.0,7.948703805846663,1,0,0,1.0,1.0,1,食品饮料,25.68,1.0,1,3,0.0,0.0,6
607784,345.0,1.0,1567.33,4.0,2.9487038058466633,3.0,9.948703805846662,1,0,0,1.0,1.0,1,美妆护肤,1567.33,1.0,1,3,0.0,0.0,5
448122,345.0,1.0,5197.96,4.0,2.9487038058466633,4.0,10.948703805846662,1,0,0,1.0,1.0,1,电子产品,5197.96,1.0,1,8,0.0,0.0,4
296259,345.0,1.0,730.51,4.0,2.9487038058466633,2.0,8.948703805846662,1,0,0,1.0,1.0,1,服装鞋帽,730.51,1.0,1,10,0.0,0.0,2
982712,25.0,2.0,1525.54,1.0,4.947812804955662,3.0,8.947812804955662,2,0,0,2.0,2.0,1,家用电器,762.77,2.0,2,11,0.0,0.5,1
590297,345.0,1.0,190.7,4.0,2.9487038058466633,1.0,7.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,190.7,1.0,1,9,0.0,0.0,2
619781,345.0,1.0,377.26,4.0,2.9487038058466633,2.0,8.948703805846662,1,0,0,1.0,1.0,1,服装鞋帽,377.26,1.0,1,9,0.0,0.0,2
842600,345.0,1.0,301.93,4.0,2.9487038058466633,2.0,8.948703805846662,1,0,0,1.0,1.0,1,家居用品,301.93,1.0,1,9,0.0,0.0,0
871893,345.0,1.0,7458.76,4.0,2.9487038058466633,4.0,10.948703805846662,1,0,0,1.0,1.0,1,电子产品,7458.76,1.0,1,20,0.0,1.0,4
972711,345.0,1.0,382.56,4.0,2.9487038058466633,2.0,8.948703805846662,1,0,0,1.0,1.0,1,家居用品,382.56,1.0,1,23,1.0,1.0,0
232945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,6,0.0,0.0,3
211640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,20,0.0,1.0,3
786113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,8,0.0,0.0,3
410479,345.0,1.0,2649.48,4.0,2.9487038058466633,3.0,9.948703805846662,1,0,0,1.0,1.0,1,家用电器,2649.48,1.0,1,12,0.0,0.0,1
293348,345.0,1.0,77.73,4.0,2.9487038058466633,1.0,7.948703805846663,1,0,0,1.0,1.0,1,食品饮料,77.73,1.0,1,21,0.0,1.0,6
253992,345.0,1.0,2185.29,4.0,2.9487038058466633,3.0,9.948703805846662,1,0,0,1.0,1.0,1,电子产品,2185.29,1.0,1,13,0.0,0.0,4
329172,345.0,1.0,182.81,4.0,2.9487038058466633,1.0,7.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,182.81,1.0,1,22,1.0,1.0,2
382530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0,未知,0.0,0.0,1,8,0.0,0.0,3
292564,345.0,1.0,2019.55,4.0,2.9487038058466633,3.0,9.948703805846662,1,0,0,1.0,1.0,1,美妆护肤,2019.55,1.0,1,10,0.0,0.0,5
726586,345.0,1.0,232.86,4.0,2.9487038058466633,1.0,7.948703805846663,1,0,0,1.0,1.0,1,美妆护肤,232.86,1.0,1,6,0.0,0.0,5
339444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,21,0.0,1.0,3
955758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,9,0.0,0.0,3
168866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,21,0.0,1.0,3
629600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,22,1.0,0.0,3
631785,344.0,1.0,173.26,4.0,2.9487038058466633,1.0,7.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,173.26,1.0,1,3,0.0,0.0,2
795184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,11,0.0,0.0,3
942767,344.0,1.0,392.26,4.0,2.9487038058466633,2.0,8.948703805846662,1,0,0,1.0,1.0,1,服装鞋帽,392.26,1.0,1,23,1.0,0.0,2
886963,344.0,1.0,157.01,4.0,2.9487038058466633,1.0,7.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,157.01,1.0,1,8,0.0,0.0,2
726081,344.0,1.0,311.59,4.0,2.9487038058466633,2.0,8.948703805846662,1,0,0,1.0,1.0,1,服装鞋帽,311.59,1.0,1,4,0.0,0.0,2
828273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,2,1.0,0.0,3
596669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0,未知,0.0,0.0,1,9,0.0,0.0,3
118158,344.0,1.0,308.75,4.0,2.9487038058466633,2.0,8.948703805846662,1,0,0,1.0,1.0,1,服装鞋帽,308.75,1.0,1,16,0.0,0.0,2
739748,344.0,1.0,266.83,4.0,2.9487038058466633,1.0,7.948703805846663,1,0,0,1.0,1.0,1,美妆护肤,266.83,1.0,1,9,0.0,0.0,5
352552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,13,0.0,0.0,3
601057,344.0,1.0,247.65,4.0,2.9487038058466633,1.0,7.948703805846663,1,0,0,1.0,1.0,1,美妆护肤,247.65,1.0,1,23,1.0,0.0,5
616528,260.0,2.0,17401.2,3.0,4.947812804955662,4.0,11.947812804955662,2,0,0,2.0,2.0,1,电子产品,8700.6,2.0,2,13,0.0,0.0,4
295585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,23,1.0,0.0,3
467377,344.0,1.0,3752.92,4.0,2.9487038058466633,4.0,10.948703805846662,1,0,0,1.0,1.0,1,家居用品,3752.92,1.0,1,3,0.0,0.0,0
848676,344.0,1.0,420.69,4.0,2.9487038058466633,2.0,8.948703805846662,1,0,0,1.0,1.0,1,家居用品,420.69,1.0,1,19,0.0,0.0,0
697899,344.0,1.0,244.84,4.0,2.9487038058466633,1.0,7.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,244.84,1.0,1,23,1.0,0.0,2
423200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,3,0.0,0.0,3
889743,344.0,1.0,470.16,4.0,2.9487038058466633,2.0,8.948703805846662,1,0,0,1.0,1.0,1,家居用品,470.16,1.0,1,5,0.0,0.0,0
569115,344.0,1.0,98.26,4.0,2.9487038058466633,1.0,7.948703805846663,1,0,0,1.0,1.0,1,食品饮料,98.26,1.0,1,22,1.0,0.0,6
390786,344.0,1.0,4589.47,4.0,2.9487038058466633,4.0,10.948703805846662,1,0,0,1.0,1.0,1,家用电器,4589.47,1.0,1,18,0.0,0.0,1
517474,344.0,1.0,3178.52,4.0,2.9487038058466633,3.0,9.948703805846662,1,0,0,1.0,1.0,1,电子产品,3178.52,1.0,1,13,0.0,0.0,4
183836,344.0,1.0,156.03,4.0,2.9487038058466633,1.0,7.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,156.03,1.0,1,17,0.0,0.0,2
207459,344.0,1.0,5640.79,4.0,2.9487038058466633,4.0,10.948703805846662,1,0,0,1.0,1.0,1,家用电器,5640.79,1.0,1,8,0.0,0.0,1
136897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,4,0.0,0.0,3
571240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0,未知,0.0,0.0,1,2,1.0,0.0,3
820367,91.0,3.0,6619.52,2.0,4.999108999109,4.0,10.999108999109,3,0,0,3.0,3.0,1,美妆护肤,2206.5066666666667,3.0,3,13,0.0,0.0,5
256640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,16,0.0,0.0,3
868353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,13,0.0,0.0,3
607640,344.0,1.0,147.78,4.0,2.9487038058466633,1.0,7.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,147.78,1.0,1,2,1.0,0.0,2
577551,344.0,1.0,211.06,4.0,2.9487038058466633,1.0,7.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,211.06,1.0,1,20,0.0,0.0,2
972814,335.0,1.0,855.6,4.0,2.9487038058466633,2.0,8.948703805846662,1,1,0,1.0,0.5,1,美妆护肤,855.6,1.0,2,18,0.0,0.0,5
252419,344.0,1.0,206.13,4.0,2.9487038058466633,1.0,7.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,206.13,1.0,1,11,0.0,0.0,2
612538,344.0,1.0,328.0,4.0,2.9487038058466633,2.0,8.948703805846662,1,0,0,1.0,1.0,1,服装鞋帽,328.0,1.0,1,6,0.0,0.0,2
851271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,21,0.0,0.0,3
737103,279.0,2.0,9774.67,4.0,4.947812804955662,4.0,12.947812804955662,2,0,0,2.0,2.0,1,电子产品,4887.335,1.0,2,10,0.0,0.0,4
818230,135.0,2.0,1191.75,2.0,4.947812804955662,3.0,9.947812804955662,2,0,0,2.0,2.0,1,美妆护肤,595.875,2.0,2,11,0.5,0.5,5
816046,344.0,1.0,576.43,4.0,2.9487038058466633,2.0,8.948703805846662,1,0,0,1.0,1.0,1,服装鞋帽,576.43,1.0,1,12,0.0,0.0,2
831289,344.0,1.0,233.43,4.0,2.9487038058466633,1.0,7.948703805846663,1,0,0,1.0,1.0,1,美妆护肤,233.43,1.0,1,23,1.0,0.0,5
907172,344.0,1.0,1137.53,4.0,2.9487038058466633,3.0,9.948703805846662,1,0,0,1.0,1.0,1,美妆护肤,1137.53,1.0,1,9,0.0,0.0,5
540940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0,未知,0.0,0.0,1,10,0.0,0.0,3
247418,344.0,1.0,1027.55,4.0,2.9487038058466633,3.0,9.948703805846662,1,0,0,1.0,1.0,1,美妆护肤,1027.55,1.0,1,20,0.0,0.0,5
717868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0,未知,0.0,0.0,1,10,0.0,0.0,3
466140,344.0,1.0,376.56,4.0,2.9487038058466633,2.0,8.948703805846662,1,0,0,1.0,1.0,1,家居用品,376.56,1.0,1,17,0.0,0.0,0
355336,90.0,1.0,3150.41,2.0,2.9487038058466633,3.0,7.948703805846663,1,0,1,0.5,1.0,1,家用电器,3150.41,1.0,2,5,0.0,0.0,1
111241,344.0,1.0,2292.45,4.0,2.9487038058466633,3.0,9.948703805846662,1,0,0,1.0,1.0,1,电子产品,2292.45,1.0,1,14,0.0,0.0,4
631189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0,未知,0.0,0.0,1,11,0.0,0.0,3
526932,344.0,1.0,4576.77,4.0,2.9487038058466633,4.0,10.948703805846662,1,0,0,1.0,1.0,1,电子产品,4576.77,1.0,1,13,0.0,0.0,4
593879,344.0,1.0,2870.61,4.0,2.9487038058466633,3.0,9.948703805846662,1,0,0,1.0,1.0,1,电子产品,2870.61,1.0,1,5,0.0,0.0,4
204485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,2,1.0,0.0,3
908060,344.0,1.0,337.56,4.0,2.9487038058466633,2.0,8.948703805846662,1,0,0,1.0,1.0,1,服装鞋帽,337.56,1.0,1,12,0.0,0.0,2
915740,344.0,1.0,359.86,4.0,2.9487038058466633,2.0,8.948703805846662,1,0,0,1.0,1.0,1,服装鞋帽,359.86,1.0,1,1,1.0,0.0,2
790663,344.0,1.0,1215.66,4.0,2.9487038058466633,3.0,9.948703805846662,1,0,0,1.0,1.0,1,家用电器,1215.66,1.0,1,2,1.0,0.0,1
417494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0,未知,0.0,0.0,1,21,0.0,0.0,3
348890,344.0,1.0,427.77,4.0,2.9487038058466633,2.0,8.948703805846662,1,0,0,1.0,1.0,1,家居用品,427.77,1.0,1,17,0.0,0.0,0
604077,344.0,1.0,279.08,4.0,2.9487038058466633,2.0,8.948703805846662,1,0,0,1.0,1.0,1,美妆护肤,279.08,1.0,1,18,0.0,0.0,5
418572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0,未知,0.0,0.0,1,11,0.0,0.0,3
842724,344.0,1.0,273.03,4.0,2.9487038058466633,2.0,8.948703805846662,1,0,0,1.0,1.0,1,家居用品,273.03,1.0,1,14,0.0,0.0,0
760707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0,未知,0.0,0.0,1,20,0.0,0.0,3
579678,344.0,1.0,204.94,4.0,2.9487038058466633,1.0,7.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,204.94,1.0,1,6,0.0,0.0,2
409228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0,未知,0.0,0.0,1,10,0.0,0.0,3
552841,344.0,1.0,4171.03,4.0,2.9487038058466633,4.0,10.948703805846662,1,0,0,1.0,1.0,1,电子产品,4171.03,1.0,1,1,1.0,0.0,4
553316,344.0,1.0,6209.67,4.0,2.9487038058466633,4.0,10.948703805846662,1,0,0,1.0,1.0,1,电子产品,6209.67,1.0,1,10,0.0,0.0,4
121092,344.0,1.0,271.65,4.0,2.9487038058466633,1.0,7.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,271.65,1.0,1,17,0.0,0.0,2
145390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0,未知,0.0,0.0,1,10,0.0,0.0,3
317699,344.0,1.0,2274.69,4.0,2.9487038058466633,3.0,9.948703805846662,1,0,0,1.0,1.0,1,美妆护肤,2274.69,1.0,1,17,0.0,0.0,5
730093,344.0,1.0,438.97,4.0,2.9487038058466633,2.0,8.948703805846662,1,0,0,1.0,1.0,1,家居用品,438.97,1.0,1,4,0.0,0.0,0
668330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,4,0.0,0.0,3
710810,344.0,1.0,6075.99,4.0,2.9487038058466633,4.0,10.948703805846662,1,0,0,1.0,1.0,1,电子产品,6075.99,1.0,1,0,1.0,0.0,4
713653,344.0,1.0,359.78,4.0,2.9487038058466633,2.0,8.948703805846662,1,0,0,1.0,1.0,1,服装鞋帽,359.78,1.0,1,11,0.0,0.0,2
392364,344.0,1.0,3302.23,4.0,2.9487038058466633,3.0,9.948703805846662,1,0,0,1.0,1.0,1,家居用品,3302.23,1.0,1,15,0.0,0.0,0
413147,344.0,1.0,78.25,4.0,2.9487038058466633,1.0,7.948703805846663,1,0,0,1.0,1.0,1,食品饮料,78.25,1.0,1,15,0.0,0.0,6
152942,344.0,1.0,2539.57,4.0,2.9487038058466633,3.0,9.948703805846662,1,0,0,1.0,1.0,1,电子产品,2539.57,1.0,1,14,0.0,0.0,4
782845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0,未知,0.0,0.0,1,0,1.0,0.0,3
918382,344.0,1.0,4259.09,4.0,2.9487038058466633,4.0,10.948703805846662,1,0,0,1.0,1.0,1,电子产品,4259.09,1.0,1,21,0.0,0.0,4
125481,344.0,1.0,5445.78,4.0,2.9487038058466633,4.0,10.948703805846662,1,0,0,1.0,1.0,1,家用电器,5445.78,1.0,1,7,0.0,0.0,1
469863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,20,0.0,0.0,3
445201,344.0,1.0,638.52,4.0,2.9487038058466633,2.0,8.948703805846662,1,0,0,1.0,1.0,1,服装鞋帽,638.52,1.0,1,19,0.0,0.0,2
467965,344.0,1.0,161.14,4.0,2.9487038058466633,1.0,7.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,161.14,1.0,1,9,0.0,0.0,2
773613,344.0,1.0,1079.32,4.0,2.9487038058466633,3.0,9.948703805846662,1,0,0,1.0,1.0,1,家用电器,1079.32,1.0,1,19,0.0,0.0,1
851219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,11,0.0,0.0,3
393632,344.0,1.0,14883.41,4.0,2.9487038058466633,4.0,10.948703805846662,1,0,0,1.0,1.0,1,电子产品,14883.41,1.0,1,8,0.0,0.0,4
498876,344.0,1.0,4518.27,4.0,2.9487038058466633,4.0,10.948703805846662,1,0,0,1.0,1.0,1,电子产品,4518.27,1.0,1,19,0.0,0.0,4
695738,344.0,1.0,1028.57,4.0,2.9487038058466633,3.0,9.948703805846662,1,0,0,1.0,1.0,1,美妆护肤,1028.57,1.0,1,19,0.0,0.0,5
505562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0,未知,0.0,0.0,1,8,0.0,0.0,3
614151,344.0,1.0,306.11,4.0,2.9487038058466633,2.0,8.948703805846662,1,0,0,1.0,1.0,1,服装鞋帽,306.11,1.0,1,1,1.0,0.0,2
822701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,15,0.0,0.0,3
729033,344.0,1.0,711.83,4.0,2.9487038058466633,2.0,8.948703805846662,1,0,0,1.0,1.0,1,服装鞋帽,711.83,1.0,1,3,0.0,0.0,2
349155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,14,0.0,0.0,3
167937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,9,0.0,0.0,3
660504,344.0,1.0,78.77,4.0,2.9487038058466633,1.0,7.948703805846663,1,0,0,1.0,1.0,1,食品饮料,78.77,1.0,1,15,0.0,0.0,6
126048,344.0,1.0,4174.35,4.0,2.9487038058466633,4.0,10.948703805846662,1,0,0,1.0,1.0,1,家居用品,4174.35,1.0,1,21,0.0,0.0,0
753562,344.0,1.0,185.34,4.0,2.9487038058466633,1.0,7.948703805846663,1,0,0,1.0,1.0,1,服装鞋帽,185.34,1.0,1,19,0.0,0.0,2
355646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,0,1.0,0.0,3
974173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,9,0.0,0.0,3
351379,344.0,1.0,1080.88,4.0,2.9487038058466633,3.0,9.948703805846662,1,0,0,1.0,1.0,1,美妆护肤,1080.88,1.0,1,2,1.0,0.0,5
923927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,8,0.0,0.0,3
399369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,未知,0.0,0.0,1,6,0.0,0.0,3
