uid,treatment,converted,uplift_s,uplift_t,user_type,is_new,log_cnt,avg_during_time
275,1,1,0.0,0.9455230199900587,Persuadable (Priority),1,20,10141.4
309,1,1,0.0,0.9455230199900587,Persuadable (Priority),1,31,9551.935483870968
727,1,1,0.0,0.9455230199900587,Persuadable (Priority),1,27,10135.296296296296
320,1,1,0.0,0.9455230199900587,Persuadable (Priority),1,50,9397.5
303,1,1,0.0,0.9455230199900587,Persuadable (Priority),1,23,9073.0
21,1,1,0.0,0.9455230199900587,Persuadable (Priority),1,31,9241.774193548386
680,1,1,0.0,0.9455230199900587,Persuadable (Priority),1,46,8860.521739130434
124,1,1,0.0,0.9453178147370839,Persuadable (Priority),1,14,7825.785714285715
13,1,1,0.0,0.9453178147370839,Persuadable (Priority),1,17,7061.35294117647
918,1,1,0.0,0.9453178147370839,Persuadable (Priority),1,17,7519.411764705882
203,1,1,0.0,0.9453178147370839,Persuadable (Priority),1,14,7207.5
867,1,1,0.0,0.9453178147370839,Persuadable (Priority),1,13,8099.538461538462
374,1,1,0.0,0.9448836863714978,Persuadable (Priority),1,24,8696.625
610,1,1,0.0,0.9448836863714978,Persuadable (Priority),1,27,8685.481481481482
620,1,1,0.0,0.9448836863714978,Persuadable (Priority),1,48,8723.270833333334
857,1,1,0.0,0.9448322472664968,Persuadable (Priority),1,22,8723.818181818182
194,1,1,0.0,0.9448322472664968,Persuadable (Priority),1,20,8680.0
85,1,1,0.0,0.9448322472664968,Persuadable (Priority),1,30,8351.0
392,1,1,0.0,0.9445905254009034,Persuadable (Priority),1,41,8480.853658536585
846,1,1,0.0,0.9445905254009034,Persuadable (Priority),1,36,8370.416666666666
786,1,1,0.0,0.9445905254009034,Persuadable (Priority),1,39,8540.358974358975
76,1,1,0.0,0.9445905254009034,Persuadable (Priority),1,34,8708.70588235294
684,1,1,0.0,0.9445905254009034,Persuadable (Priority),1,34,8666.14705882353
244,1,1,0.0,0.9445905254009034,Persuadable (Priority),1,53,8751.77358490566
967,1,1,0.0,0.9445905254009034,Persuadable (Priority),1,27,8465.555555555555
341,1,1,0.0,0.9445373589465718,Persuadable (Priority),1,34,8578.558823529413
209,1,1,0.0,0.9445373589465718,Persuadable (Priority),1,24,8403.958333333334
880,1,1,0.0,0.9437173610413716,Persuadable (Priority),1,31,8290.387096774193
322,1,1,0.0,0.9433850802584592,Persuadable (Priority),1,21,8227.809523809523
667,1,1,0.0,0.9433850802584592,Persuadable (Priority),1,30,8232.166666666666
17,1,1,0.0,0.9433248220358273,Persuadable (Priority),1,24,8267.0
14,1,1,0.0,0.9433248220358273,Persuadable (Priority),1,24,8234.083333333334
220,1,1,0.0,0.943167923256107,Persuadable (Priority),1,27,10698.148148148148
855,1,1,0.0,0.9429730880536461,Persuadable (Priority),1,16,8070.4375
932,1,1,0.0,0.9428804687424088,Persuadable (Priority),1,31,10681.677419354839
892,1,1,0.0,0.9428804687424088,Persuadable (Priority),1,30,10948.766666666666
588,1,1,0.0,0.9428804687424088,Persuadable (Priority),1,32,10672.3125
815,1,1,0.0,0.9428172470400659,Persuadable (Priority),1,25,10918.08
874,1,1,0.0,0.9428172470400659,Persuadable (Priority),1,39,10828.74358974359
872,1,1,0.0,0.9428172470400659,Persuadable (Priority),1,23,10868.08695652174
168,1,1,0.0,0.9428172470400659,Persuadable (Priority),1,21,10954.142857142857
40,1,1,0.0,0.9426577668919639,Persuadable (Priority),1,17,7908.941176470588
75,1,1,0.0,0.9426577668919639,Persuadable (Priority),1,16,7541.6875
821,1,1,0.0,0.9426577668919639,Persuadable (Priority),1,18,8074.888888888889
771,1,1,0.0,0.9426577668919639,Persuadable (Priority),1,17,7962.823529411765
444,1,1,0.0,0.9426577668919639,Persuadable (Priority),1,16,7119.75
603,1,1,0.0,0.9426577668919639,Persuadable (Priority),1,18,8007.388888888889
230,1,1,0.0,0.9426577668919639,Persuadable (Priority),1,13,7597.153846153846
889,1,1,0.0,0.9426577668919639,Persuadable (Priority),1,13,7537.461538461538
740,1,1,0.0,0.9426577668919639,Persuadable (Priority),1,17,7543.058823529412
353,1,1,0.0,0.9422599191537365,Persuadable (Priority),0,11,9472.90909090909
613,1,1,0.0,0.9422599191537365,Persuadable (Priority),0,11,9153.0
280,1,1,0.0,0.9416200920431798,Persuadable (Priority),1,10,11944.3
372,1,1,0.0,0.9416200920431798,Persuadable (Priority),1,10,12071.2
673,1,1,0.0,0.9415940912047497,Persuadable (Priority),1,17,10652.235294117647
959,1,1,0.0,0.9406437696790908,Persuadable (Priority),1,11,10561.181818181818
16,1,1,0.0,0.9395863747689532,Persuadable (Priority),1,15,9256.733333333334
30,1,1,0.0,0.9389849474026792,Persuadable (Priority),1,24,8196.166666666666
492,1,1,0.0,0.9389849474026792,Persuadable (Priority),1,34,8122.735294117647
45,1,1,0.0,0.9388989515150549,Persuadable (Priority),1,23,8133.086956521739
455,1,1,0.0,0.9379737297500808,Persuadable (Priority),1,16,8382.9375
153,1,1,0.0,0.937071694617958,Persuadable (Priority),0,11,8561.727272727272
69,1,1,0.0,0.9370604328692534,Persuadable (Priority),1,16,8295.0625
215,1,1,0.0,0.9364130544513417,Persuadable (Priority),1,11,10740.0
943,1,1,0.0,0.9364130544513417,Persuadable (Priority),1,11,10742.90909090909
996,1,1,0.0,0.9354599489983308,Persuadable (Priority),1,10,12578.0
865,1,1,0.0,0.9346317977665055,Persuadable (Priority),1,11,9167.181818181818
289,1,1,0.0,0.9337388272678502,Persuadable (Priority),1,10,11375.2
700,1,1,0.0,0.9337388272678502,Persuadable (Priority),1,10,11292.6
732,1,1,0.0,0.933003041951075,Persuadable (Priority),1,12,9875.5
361,1,1,0.0,0.9325326303431292,Persuadable (Priority),1,14,7531.285714285715
562,1,1,0.0,0.9321826440985058,Persuadable (Priority),1,19,9360.578947368422
381,1,1,0.0,0.9321826440985058,Persuadable (Priority),1,17,10603.529411764706
579,1,1,0.0,0.9320573192485828,Persuadable (Priority),1,18,9151.666666666666
356,1,1,0.0,0.9310800341312175,Natural conversion (No promo needed),1,17,9790.0
388,1,1,0.0,0.9310800341312175,Natural conversion (No promo needed),1,14,10153.642857142857
809,1,1,0.0,0.9310800341312175,Natural conversion (No promo needed),1,13,10395.384615384615
505,1,1,0.0,0.9310800341312175,Natural conversion (No promo needed),1,14,10486.857142857143
207,1,1,0.0,0.9310800341312175,Natural conversion (No promo needed),1,17,9679.764705882353
300,1,1,0.0,0.9310800341312175,Natural conversion (No promo needed),1,16,9857.1875
1,1,1,0.0,0.9310800341312175,Natural conversion (No promo needed),1,17,9156.176470588236
187,1,1,0.0,0.9310800341312175,Natural conversion (No promo needed),1,18,9703.944444444445
768,1,1,0.0,0.9310800341312175,Natural conversion (No promo needed),1,14,9122.0
344,1,1,0.0,0.9310800341312175,Natural conversion (No promo needed),1,16,9788.25
567,1,1,0.0,0.9310800341312175,Natural conversion (No promo needed),1,16,10054.375
679,1,1,0.0,0.9310800341312175,Natural conversion (No promo needed),1,13,9878.384615384615
649,1,1,0.0,0.9310800341312175,Natural conversion (No promo needed),1,16,9500.9375
89,1,1,0.0,0.9310800341312175,Natural conversion (No promo needed),1,13,10235.923076923076
618,1,1,0.0,0.930948386884171,Natural conversion (No promo needed),1,14,10048.642857142857
163,1,1,0.0,0.930948386884171,Natural conversion (No promo needed),1,16,8816.3125
193,1,1,0.0,0.930948386884171,Natural conversion (No promo needed),1,13,9145.615384615385
658,1,1,0.0,0.930948386884171,Natural conversion (No promo needed),1,18,9840.111111111111
925,1,1,0.0,0.930948386884171,Natural conversion (No promo needed),1,18,9382.888888888889
407,1,1,0.0,0.930948386884171,Natural conversion (No promo needed),1,18,10102.166666666666
772,1,1,0.0,0.930948386884171,Natural conversion (No promo needed),1,19,10218.052631578947
782,1,1,0.0,0.930948386884171,Natural conversion (No promo needed),1,15,9865.533333333333
506,1,1,0.0,0.930948386884171,Natural conversion (No promo needed),1,19,9969.578947368422
531,1,1,0.0,0.930948386884171,Natural conversion (No promo needed),1,19,9683.263157894737
496,1,1,0.0,0.9298522010197835,Natural conversion (No promo needed),1,11,7664.090909090909
158,1,1,0.0,0.9290146626202969,Natural conversion (No promo needed),1,13,11165.23076923077
853,1,1,0.0,0.9283625397118679,Natural conversion (No promo needed),1,19,8530.78947368421
718,1,1,0.0,0.9283625397118679,Natural conversion (No promo needed),1,17,8741.176470588236
370,1,1,0.0,0.9283625397118679,Natural conversion (No promo needed),1,13,8715.153846153846
469,1,1,0.0,0.9282153728908189,Natural conversion (No promo needed),1,17,8455.764705882353
947,1,1,0.0,0.9282153728908189,Natural conversion (No promo needed),1,16,8535.9375
611,1,0,0.0,0.9282153728908189,Resistant (No response),1,19,8635.052631578947
789,1,1,0.0,0.9282153728908189,Natural conversion (No promo needed),1,15,8744.266666666666
239,1,1,0.0,0.9276892474791169,Natural conversion (No promo needed),1,12,8743.666666666666
944,1,1,0.0,0.9269910700384897,Natural conversion (No promo needed),1,11,9335.363636363636
587,1,1,0.0,0.9251005099243633,Natural conversion (No promo needed),1,19,10929.105263157895
25,1,1,0.0,0.9236433498282346,Natural conversion (No promo needed),1,18,10783.833333333334
485,1,0,0.0,0.9234694434533501,Resistant (No response),1,14,10619.357142857143
335,1,1,0.0,0.9217888484984446,Natural conversion (No promo needed),1,13,8212.153846153846
804,1,1,0.0,0.9201106219509676,Natural conversion (No promo needed),1,11,10127.454545454546
350,1,1,0.0,0.9201106219509676,Natural conversion (No promo needed),1,11,9814.181818181818
561,1,0,0.0,0.9199095565049306,Resistant (No response),1,11,9283.727272727272
250,1,1,0.0,0.9198324170502524,Natural conversion (No promo needed),1,11,9586.181818181818
978,1,1,0.0,0.9178788913936035,Natural conversion (No promo needed),1,11,8743.454545454546
125,1,1,0.0,0.9178272602957329,Natural conversion (No promo needed),1,18,8225.888888888889
42,1,1,0.0,0.9177224682386645,Natural conversion (No promo needed),1,13,5254.7692307692305
348,1,1,0.0,0.9177224682386645,Natural conversion (No promo needed),1,14,5237.071428571428
226,1,1,0.0,0.91759449479231,Natural conversion (No promo needed),0,10,9640.7
443,1,1,0.0,0.91759449479231,Natural conversion (No promo needed),0,10,10519.1
774,1,1,0.0,0.91759449479231,Natural conversion (No promo needed),0,10,9661.7
448,1,1,0.0,0.91759449479231,Natural conversion (No promo needed),0,10,10436.2
672,1,1,0.0,0.91759449479231,Natural conversion (No promo needed),0,10,10496.0
984,1,1,0.0,0.9160675058877605,Natural conversion (No promo needed),1,10,9398.6
61,1,1,0.0,0.9160117631356277,Natural conversion (No promo needed),1,18,8225.333333333334
906,1,1,0.0,0.9157951836346387,Natural conversion (No promo needed),1,16,8321.75
601,1,1,0.0,0.9157951836346387,Natural conversion (No promo needed),1,19,8233.78947368421
806,1,1,0.0,0.9157951836346387,Natural conversion (No promo needed),1,13,8289.307692307691
849,1,1,0.0,0.914331789003309,Natural conversion (No promo needed),1,12,9318.5
390,1,1,0.0,0.9131960281792186,Natural conversion (No promo needed),1,12,4392.333333333333
225,1,1,0.0,0.9122258838609162,Natural conversion (No promo needed),1,11,8463.181818181818
298,1,1,0.0,0.9121788329388966,Natural conversion (No promo needed),1,14,10997.142857142857
198,1,1,0.0,0.9115271010343156,Natural conversion (No promo needed),1,10,9167.9
648,1,0,0.0,0.9100754926219197,Resistant (No response),0,10,9359.9
527,1,1,0.0,0.9100754926219197,Natural conversion (No promo needed),0,10,8647.6
917,1,1,0.0,0.9092288168385945,Natural conversion (No promo needed),1,10,8695.6
675,1,1,0.0,0.9058527054166683,Natural conversion (No promo needed),1,20,6142.15
224,1,1,0.0,0.905651123050968,Natural conversion (No promo needed),1,11,9927.727272727272
46,1,1,0.0,0.9042624503943428,Natural conversion (No promo needed),1,10,9994.7
798,1,1,0.0,0.9042624503943428,Natural conversion (No promo needed),1,10,9756.4
882,1,1,0.0,0.9042624503943428,Natural conversion (No promo needed),1,10,10378.9
929,1,1,0.0,0.9035550540090029,Natural conversion (No promo needed),1,10,10578.0
72,1,1,0.0,0.9035550540090029,Natural conversion (No promo needed),1,10,10515.4
972,1,1,0.0,0.9027382482014521,Natural conversion (No promo needed),1,10,9752.3
577,1,1,0.0,0.9027382482014521,Natural conversion (No promo needed),1,10,9796.1
895,1,1,0.0,0.9018680280566184,Natural conversion (No promo needed),1,11,10925.818181818182
903,1,1,0.0,0.9002740992219096,Natural conversion (No promo needed),1,11,8769.818181818182
612,1,1,0.0,0.8999717379586273,Natural conversion (No promo needed),1,12,9274.0
147,1,1,0.0,0.8999212280444253,Natural conversion (No promo needed),1,11,9934.363636363636
640,1,1,0.0,0.8996169776079018,Natural conversion (No promo needed),1,12,9997.833333333334
552,1,1,0.0,0.8989328471299998,Natural conversion (No promo needed),1,10,11333.7
369,1,1,0.0,0.8966024874508429,Natural conversion (No promo needed),1,23,6248.608695652174
446,1,1,0.0,0.8957129271657144,Natural conversion (No promo needed),1,11,10877.636363636364
340,1,1,0.0,0.8957129271657144,Natural conversion (No promo needed),1,11,10700.90909090909
741,1,1,0.0,0.895468657148943,Natural conversion (No promo needed),1,10,9200.5
185,1,1,0.0,0.895468657148943,Natural conversion (No promo needed),1,10,8829.9
982,1,1,0.0,0.8946223720812986,Natural conversion (No promo needed),1,10,8434.5
327,1,1,0.0,0.8946223720812986,Natural conversion (No promo needed),1,10,9540.2
669,1,0,0.0,0.8946223720812986,Resistant (No response),1,10,9568.5
479,1,1,0.0,0.8940552491831729,Natural conversion (No promo needed),1,11,8743.181818181818
304,1,1,0.0,0.8939410440505314,Natural conversion (No promo needed),1,11,8957.272727272728
954,1,1,0.0,0.8936050056953165,Natural conversion (No promo needed),1,11,9296.454545454546
985,1,1,0.0,0.891243646833668,Natural conversion (No promo needed),1,14,6159.857142857143
29,1,1,0.0,0.8904963259127354,Natural conversion (No promo needed),0,11,7883.636363636364
894,1,1,0.0,0.8898767131676822,Natural conversion (No promo needed),1,11,7230.090909090909
652,1,1,0.0,0.8866624554079279,Natural conversion (No promo needed),1,11,8604.272727272728
383,1,1,0.0,0.8838923277663071,Natural conversion (No promo needed),1,10,10349.8
214,1,1,0.0,0.8835038459167455,Natural conversion (No promo needed),1,10,9852.5
414,1,1,0.0,0.8826619206789453,Natural conversion (No promo needed),1,11,11053.818181818182
229,1,1,0.0,0.8757310104673257,Natural conversion (No promo needed),1,11,6991.909090909091
3,1,1,0.0,0.8757310104673257,Natural conversion (No promo needed),1,12,6926.083333333333
923,1,1,0.0,0.8743556702294674,Natural conversion (No promo needed),1,12,7658.75
549,1,1,0.0,0.8743556702294674,Natural conversion (No promo needed),1,11,7805.636363636364
255,1,1,0.0,0.8743556702294674,Natural conversion (No promo needed),1,11,7983.545454545455
535,1,1,0.0,0.8740539004312501,Natural conversion (No promo needed),1,19,6598.473684210527
773,1,1,0.0,0.8722102044228894,Natural conversion (No promo needed),1,10,10133.8
417,1,1,0.0,0.8722102044228894,Natural conversion (No promo needed),1,10,9830.7
754,1,1,0.0,0.8722102044228894,Natural conversion (No promo needed),1,10,9878.6
391,1,1,0.0,0.8706700444411272,Natural conversion (No promo needed),0,21,6555.476190476191
728,1,1,0.0,0.8703914248326926,Natural conversion (No promo needed),0,11,11743.272727272728
454,1,1,0.0,0.8701689896658298,Natural conversion (No promo needed),1,10,10266.0
521,1,1,0.0,0.8676599188277585,Natural conversion (No promo needed),1,11,7145.181818181818
931,1,1,0.0,0.8661646238237612,Natural conversion (No promo needed),1,17,6485.529411764706
487,1,1,0.0,0.8661646238237612,Natural conversion (No promo needed),1,16,6608.875
256,1,1,0.0,0.8660278885498087,Natural conversion (No promo needed),1,10,10899.3
432,1,1,0.0,0.8649895361853271,Natural conversion (No promo needed),1,11,7422.181818181818
888,1,1,0.0,0.8638533938566423,Natural conversion (No promo needed),0,10,7573.6
543,1,1,0.0,0.8638533938566423,Natural conversion (No promo needed),0,10,8067.7
332,1,1,0.0,0.863433330738713,Natural conversion (No promo needed),1,10,8792.5
118,1,1,0.0,0.863433330738713,Natural conversion (No promo needed),1,10,9260.3
656,1,1,0.0,0.863433330738713,Natural conversion (No promo needed),1,10,9047.2
286,1,1,0.0,0.863433330738713,Natural conversion (No promo needed),1,10,9075.9
907,1,1,0.0,0.863433330738713,Natural conversion (No promo needed),1,10,9167.8
710,1,1,0.0,0.863433330738713,Natural conversion (No promo needed),1,10,8407.6
651,1,1,0.0,0.863433330738713,Natural conversion (No promo needed),1,10,8335.7
151,1,1,0.0,0.8633881187970935,Natural conversion (No promo needed),1,10,7462.4
176,1,1,0.0,0.8617028813900809,Natural conversion (No promo needed),1,7,11438.42857142857
900,1,0,0.0,0.8615142879075235,Resistant (No response),1,12,7819.916666666667
315,1,1,0.0,0.8611939624119276,Natural conversion (No promo needed),1,10,9527.3
597,1,1,0.0,0.8611939624119276,Natural conversion (No promo needed),1,10,8673.3
696,1,1,0.0,0.8608050501137496,Natural conversion (No promo needed),1,12,7678.666666666667
861,1,0,0.0,0.8608050501137496,Resistant (No response),1,11,7620.545454545455
829,1,1,0.0,0.8608050501137496,Natural conversion (No promo needed),1,11,7715.727272727273
623,1,1,0.0,0.8598597886219129,Natural conversion (No promo needed),1,14,6619.0
156,1,1,0.0,0.8598597886219129,Natural conversion (No promo needed),1,14,6611.714285714285
697,1,1,0.0,0.8590918119583818,Natural conversion (No promo needed),1,24,6016.958333333333
102,1,1,0.0,0.8567064600981632,Natural conversion (No promo needed),1,12,8215.666666666666
508,1,1,0.0,0.8547733677970959,Natural conversion (No promo needed),0,7,4422.714285714285
78,1,1,0.0,0.8514976270383656,Natural conversion (No promo needed),0,24,10596.375
79,1,1,0.0,0.8514976270383656,Natural conversion (No promo needed),0,35,10402.57142857143
701,1,1,0.0,0.8502067225902713,Natural conversion (No promo needed),0,9,5131.333333333333
780,1,1,0.0,0.8502067225902713,Natural conversion (No promo needed),0,9,5250.222222222223
142,1,1,0.0,0.8501507821176768,Natural conversion (No promo needed),1,10,7090.0
278,1,1,0.0,0.8501507821176768,Natural conversion (No promo needed),1,10,7457.3
826,1,1,0.0,0.8496065740449646,Natural conversion (No promo needed),1,10,7839.8
477,1,1,0.0,0.8483952410144591,Natural conversion (No promo needed),1,3,6913.0
534,1,0,0.0,0.8472428534064732,Resistant (No response),1,12,8757.583333333334
609,1,1,0.0,0.8461491034940315,Natural conversion (No promo needed),0,7,12809.42857142857
868,1,0,0.0,0.8433305643245289,Resistant (No response),1,10,7980.7
66,1,1,0.0,0.8432630142364571,Natural conversion (No promo needed),1,10,7037.1
899,1,1,0.0,0.8428099087650731,Natural conversion (No promo needed),0,3,3459.3333333333335
685,1,1,0.0,0.8428099087650731,Natural conversion (No promo needed),0,3,3363.0
746,1,1,0.0,0.8410541611670317,Natural conversion (No promo needed),1,12,6523.416666666667
608,1,1,0.0,0.8410541611670317,Natural conversion (No promo needed),1,12,6443.0
514,1,0,0.0,0.8383934937270918,Resistant (No response),1,11,7498.181818181818
949,1,1,0.0,0.8372295871591353,Natural conversion (No promo needed),1,8,4837.75
397,1,1,0.0,0.8365882931980771,Natural conversion (No promo needed),0,3,5875.666666666667
270,1,1,0.0,0.8357845385608343,Natural conversion (No promo needed),1,10,11089.8
84,1,1,0.0,0.8314319163825444,Natural conversion (No promo needed),1,10,6958.4
114,1,0,0.0,0.8302201567492856,Resistant (No response),1,11,8151.181818181818
419,1,1,0.0,0.8277089131396893,Natural conversion (No promo needed),1,10,7487.9
501,1,1,0.0,0.8277089131396893,Natural conversion (No promo needed),1,10,7696.1
297,1,1,0.0,0.8264429371184231,Natural conversion (No promo needed),1,10,6761.0
901,1,1,0.0,0.8250581774007318,Natural conversion (No promo needed),1,3,3527.3333333333335
427,1,1,0.0,0.8236103231241029,Natural conversion (No promo needed),1,10,8194.7
922,1,1,0.0,0.8234751171545586,Natural conversion (No promo needed),1,10,8274.5
62,1,0,0.0,0.8210413137758572,Resistant (No response),1,10,7038.0
898,1,0,0.0,0.8136118186903591,Resistant (No response),1,10,6623.7
493,1,1,0.0,0.8101668142273909,Natural conversion (No promo needed),1,3,4128.333333333333
343,1,1,0.0,0.804065963015454,Natural conversion (No promo needed),0,9,11606.666666666666
474,1,0,0.0,0.7982051822377535,Resistant (No response),1,10,8160.1
107,1,1,0.0,0.7955363491870189,Natural conversion (No promo needed),0,12,7534.833333333333
571,1,1,0.0,0.7940928197321103,Natural conversion (No promo needed),1,6,8112.0
282,1,1,0.0,0.7928910594899898,Natural conversion (No promo needed),0,10,7188.3
683,1,1,0.0,0.7903179699664392,Natural conversion (No promo needed),0,10,6485.0
238,1,1,0.0,0.7893564972368388,Natural conversion (No promo needed),0,3,4727.333333333333
358,1,1,0.0,0.7855163709902828,Natural conversion (No promo needed),1,5,5919.0
58,1,1,0.0,0.7752738735583761,Natural conversion (No promo needed),1,3,6857.333333333333
860,1,1,0.0,0.7752738735583761,Natural conversion (No promo needed),1,3,6863.666666666667
135,1,1,0.0,0.7743105907602214,Natural conversion (No promo needed),0,11,11896.363636363636
596,1,1,0.0,0.7695687115984089,Natural conversion (No promo needed),1,8,12530.625
312,1,1,0.0,0.768642037706655,Natural conversion (No promo needed),0,10,11721.3
336,1,1,0.0,0.7633620930140588,Natural conversion (No promo needed),1,5,6275.6
219,1,1,0.0,0.7623839325988824,Natural conversion (No promo needed),1,3,8040.666666666667
539,1,1,0.0,0.7594193413802388,Natural conversion (No promo needed),0,7,13629.857142857143
323,1,1,0.0,0.7557682241509599,Natural conversion (No promo needed),1,7,11149.857142857143
817,1,1,0.0,0.7456496796889877,Natural conversion (No promo needed),1,6,9447.333333333334
519,1,1,0.0,0.7440074386730986,Natural conversion (No promo needed),1,3,8582.0
668,1,1,0.0,0.7400510013259456,Natural conversion (No promo needed),1,7,4513.857142857143
119,1,1,0.0,0.7324609749018383,Natural conversion (No promo needed),1,3,6733.666666666667
827,1,1,0.0,0.7324609749018383,Natural conversion (No promo needed),1,3,6962.333333333333
489,1,1,0.0,0.7254166454109708,Natural conversion (No promo needed),0,7,6375.571428571428
172,1,0,0.0,0.7181978887040203,Resistant (No response),1,3,7532.666666666667
175,1,1,0.0,0.7021190228026766,Natural conversion (No promo needed),1,5,6949.2
480,1,0,0.0,0.6985656538398254,Resistant (No response),1,3,7301.666666666667
409,1,1,0.0,0.6955124220432356,Natural conversion (No promo needed),1,5,7926.6
259,1,1,0.0,0.6937700687053928,Natural conversion (No promo needed),1,9,6109.888888888889
456,1,1,0.0,0.6924082274256373,Natural conversion (No promo needed),1,7,7937.0
928,1,1,0.0,0.6896199323919218,Natural conversion (No promo needed),1,3,11339.666666666666
234,1,1,0.0,0.6831051954490075,Natural conversion (No promo needed),1,5,10165.4
957,1,0,0.0,0.6816759749828494,Resistant (No response),1,10,11137.2
993,1,1,0.0,0.6782952435510097,Natural conversion (No promo needed),1,5,5224.4
262,1,0,0.0,0.6767406175278368,Resistant (No response),0,8,8285.625
766,1,1,0.0,0.6767406175278368,Natural conversion (No promo needed),0,8,8515.5
677,1,1,0.0,0.6767406175278368,Natural conversion (No promo needed),0,8,8527.5
869,1,1,0.0,0.671985853352952,Natural conversion (No promo needed),1,9,7058.888888888889
302,1,1,0.0,0.671985853352952,Natural conversion (No promo needed),1,9,7426.888888888889
121,1,1,0.0,0.6673314095121228,Natural conversion (No promo needed),1,3,8269.0
674,1,1,0.0,0.6647536516412925,Natural conversion (No promo needed),1,7,6581.0
862,1,1,0.0,0.6602354779487581,Natural conversion (No promo needed),1,7,7903.142857142857
283,1,1,0.0,0.6599793034428275,Natural conversion (No promo needed),0,7,8977.142857142857
643,1,0,0.0,0.6568138650636984,Resistant (No response),1,8,7522.0
810,1,1,0.0,0.6564674711090545,Natural conversion (No promo needed),1,8,6445.625
393,1,0,0.0,0.6563287703554546,Resistant (No response),1,16,8220.25
808,1,0,0.0,0.6517879613894713,Resistant (No response),0,8,8592.5
736,1,0,0.0,0.6517879613894713,Resistant (No response),0,8,8788.0
345,1,1,0.0,0.6515854939922979,Natural conversion (No promo needed),1,8,8132.125
319,1,1,0.0,0.6515854939922979,Natural conversion (No promo needed),1,9,8192.222222222223
211,1,1,0.0,0.6515854939922979,Natural conversion (No promo needed),1,7,8386.142857142857
435,1,1,0.0,0.6509129880545443,Natural conversion (No promo needed),1,7,7889.857142857143
152,1,1,0.0,0.6502487213393614,Natural conversion (No promo needed),0,3,9283.333333333334
473,1,0,0.0,0.6501280047996122,Resistant (No response),1,9,7509.333333333333
723,1,1,0.0,0.6500764535746383,Natural conversion (No promo needed),1,7,8161.857142857143
569,1,0,0.0,0.6499339913830973,Resistant (No response),1,8,6529.625
963,1,0,0.0,0.6448519191358683,Resistant (No response),1,23,6345.478260869565
240,1,1,0.0,0.6419719815878299,Natural conversion (No promo needed),0,20,7604.25
56,1,1,0.0,0.6418887487108317,Natural conversion (No promo needed),0,20,7450.7
544,1,0,0.0,0.6364040866026252,Resistant (No response),0,7,10353.714285714286
31,1,1,0.0,0.6364040866026252,Natural conversion (No promo needed),0,7,10505.857142857143
434,1,0,0.0,0.6364040866026252,Resistant (No response),0,7,9463.142857142857
110,1,0,0.0,0.6308154086630088,Resistant (No response),1,7,8079.571428571428
752,1,1,0.0,0.6304731407109936,Natural conversion (No promo needed),1,9,8591.111111111111
735,1,0,0.0,0.6269524485962993,Resistant (No response),1,7,8969.42857142857
436,1,1,0.0,0.6269524485962993,Natural conversion (No promo needed),1,9,9304.666666666666
839,1,1,0.0,0.6247113702005745,Natural conversion (No promo needed),1,6,6415.0
875,1,1,0.0,0.6221630624605984,Natural conversion (No promo needed),1,9,7484.666666666667
346,1,0,0.0,0.6221630624605984,Resistant (No response),1,8,7058.125
953,1,0,0.0,0.6181460958558413,Resistant (No response),1,7,7481.571428571428
850,1,1,0.0,0.6151100958619827,Natural conversion (No promo needed),1,7,8539.57142857143
325,1,1,0.0,0.6095336751185413,Natural conversion (No promo needed),0,17,7335.117647058823
734,1,1,0.0,0.6071284517104236,Natural conversion (No promo needed),0,14,7768.857142857143
749,1,1,0.0,0.6068494570571358,Natural conversion (No promo needed),0,18,7492.5
515,1,1,0.0,0.6033650530641094,Natural conversion (No promo needed),1,7,10343.57142857143
258,1,0,0.0,0.5997485059146749,Resistant (No response),1,7,9228.857142857143
497,1,0,0.0,0.598724537770859,Resistant (No response),1,7,9924.0
227,1,1,0.0,0.5967495578865741,Natural conversion (No promo needed),1,3,9361.333333333334
97,1,1,0.0,0.5908669085284192,Natural conversion (No promo needed),1,8,8689.375
467,1,0,0.0,0.5908669085284192,Resistant (No response),1,9,8709.555555555555
581,1,0,0.0,0.5902025705656547,Resistant (No response),1,8,9578.625
257,1,0,0.0,0.5890550941671558,Resistant (No response),1,7,9195.714285714286
98,1,1,0.0,0.5890550941671558,Natural conversion (No promo needed),1,7,8946.285714285714
818,1,1,0.0,0.5890550941671558,Natural conversion (No promo needed),1,7,9432.285714285714
564,1,1,0.0,0.5743084888223715,Natural conversion (No promo needed),1,7,10261.57142857143
807,1,1,0.0,0.5707102343869961,Natural conversion (No promo needed),1,9,9247.222222222223
698,1,0,0.0,0.5652605656070714,Resistant (No response),1,9,10150.666666666666
713,1,0,0.0,0.5652605656070714,Resistant (No response),1,8,10070.25
546,0,0,0.0,0.5553831637216554,Resistant (No response),1,6,4947.166666666667
951,1,0,0.0,0.5494954352566329,Resistant (No response),1,13,6828.307692307692
816,1,0,0.0,0.5494954352566329,Resistant (No response),1,18,6792.055555555556
71,1,1,0.0,0.5486237656754329,Natural conversion (No promo needed),0,10,6941.9
841,1,0,0.0,0.5455218996443006,Resistant (No response),1,9,9868.0
93,1,1,0.0,0.5359547076508028,Natural conversion (No promo needed),0,10,7998.9
820,1,0,0.0,0.5188730694770242,Resistant (No response),1,6,9479.5
18,1,1,0.0,0.5188730694770242,Natural conversion (No promo needed),1,6,9615.0
